user_id,date,hour,amount,category
89,2025-01-01,19,760.25,Travel
89,2025-01-01,22,875.95,Entertainment
93,2025-01-01,9,1622.09,Electronics
96,2025-01-01,13,1020.78,Fashion
96,2025-01-01,14,660.29,Electronics
97,2025-01-01,11,880.89,Electronics
101,2025-01-01,13,85.44,Travel
102,2025-01-01,11,909.02,Travel
103,2025-01-01,22,849.94,Travel
104,2025-01-01,21,688.6,Fashion
109,2025-01-01,19,977.08,Fashion
110,2025-01-01,12,1148.45,Electronics
113,2025-01-01,8,507.2,Food
115,2025-01-01,15,704.29,Electronics
116,2025-01-01,21,1073.6,Food
120,2025-01-01,22,403.87,Entertainment
120,2025-01-01,17,408.5,Fashion
123,2025-01-01,16,748.14,Food
125,2025-01-01,22,745.69,Travel
129,2025-01-01,11,321.87,Electronics
130,2025-01-01,15,1310.78,Food
130,2025-01-01,14,574.75,Food
131,2025-01-01,11,987.76,Entertainment
131,2025-01-01,9,495.7,Electronics
132,2025-01-01,15,1231.78,Food
132,2025-01-01,17,1096.51,Travel
134,2025-01-01,22,511.51,Food
135,2025-01-01,11,1308.69,Food
135,2025-01-01,16,1021.58,Fashion
137,2025-01-01,15,813.11,Food
138,2025-01-01,22,20.65,Fashion
139,2025-01-01,23,665.83,Travel
139,2025-01-01,18,530.44,Fashion
142,2025-01-01,22,255.78,Entertainment
142,2025-01-01,22,454.71,Electronics
143,2025-01-01,9,175.19,Entertainment
145,2025-01-01,17,765.41,Entertainment
145,2025-01-01,18,1354.45,Entertainment
147,2025-01-01,8,659.41,Food
147,2025-01-01,21,421.49,Entertainment
149,2025-01-01,22,471.17,Electronics
150,2025-01-01,13,716.9,Food
151,2025-01-01,16,707.3,Entertainment
152,2025-01-01,8,953.82,Entertainment
153,2025-01-01,21,789.04,Fashion
159,2025-01-01,12,831.97,Entertainment
159,2025-01-01,19,1156.2,Electronics
162,2025-01-01,9,1048.59,Travel
163,2025-01-01,22,604.36,Fashion
163,2025-01-01,22,448.79,Entertainment
165,2025-01-01,22,497.4,Entertainment
165,2025-01-01,12,591.39,Electronics
166,2025-01-01,17,906.53,Fashion
166,2025-01-01,17,432.43,Fashion
167,2025-01-01,10,539.44,Travel
167,2025-01-01,20,602.07,Fashion
170,2025-01-01,19,1005.81,Fashion
177,2025-01-01,18,911.43,Fashion
178,2025-01-01,22,510.49,Electronics
179,2025-01-01,10,1035.27,Travel
179,2025-01-01,19,1307.86,Fashion
181,2025-01-01,13,666.7,Travel
181,2025-01-01,19,582.73,Food
185,2025-01-01,15,391.37,Fashion
185,2025-01-01,22,547.33,Food
186,2025-01-01,19,767.36,Entertainment
187,2025-01-01,17,613.55,Food
190,2025-01-01,23,278.71,Food
191,2025-01-01,23,602.77,Electronics
192,2025-01-01,19,892.37,Entertainment
192,2025-01-01,21,1074.89,Food
193,2025-01-01,15,1130.71,Fashion
193,2025-01-01,13,1731.67,Fashion
194,2025-01-01,15,508.12,Travel
194,2025-01-01,8,673.09,Food
197,2025-01-01,20,915.84,Electronics
197,2025-01-01,12,1001.11,Travel
198,2025-01-01,17,971.54,Travel
199,2025-01-01,8,310.26,Fashion
200,2025-01-01,17,1042.26,Entertainment
200,2025-01-01,19,1069.56,Fashion
203,2025-01-01,18,929.68,Entertainment
203,2025-01-01,8,887.3,Electronics
205,2025-01-01,13,676.26,Food
205,2025-01-01,18,488.61,Entertainment
206,2025-01-01,9,1095.76,Entertainment
206,2025-01-01,10,1299.81,Entertainment
207,2025-01-01,23,525.79,Travel
211,2025-01-01,8,821.39,Electronics
216,2025-01-01,16,996.42,Entertainment
217,2025-01-01,17,833.67,Entertainment
217,2025-01-01,13,683.89,Food
218,2025-01-01,13,1106.63,Food
219,2025-01-01,14,976.51,Fashion
222,2025-01-01,17,780.04,Fashion
223,2025-01-01,18,925.65,Food
223,2025-01-01,16,1343.96,Travel
225,2025-01-01,9,956.66,Fashion
225,2025-01-01,23,784.74,Electronics
227,2025-01-01,23,920.71,Fashion
227,2025-01-01,22,948.73,Entertainment
228,2025-01-01,11,936.72,Food
229,2025-01-01,21,931.28,Food
229,2025-01-01,23,539.37,Electronics
230,2025-01-01,16,1622.59,Food
231,2025-01-01,22,1095.92,Food
231,2025-01-01,8,401.37,Travel
232,2025-01-01,14,898.13,Electronics
233,2025-01-01,15,1011.76,Entertainment
235,2025-01-01,10,449.98,Food
235,2025-01-01,10,451.19,Travel
239,2025-01-01,21,720.79,Food
239,2025-01-01,10,508.57,Travel
240,2025-01-01,21,1233.16,Travel
245,2025-01-01,8,376.56,Fashion
246,2025-01-01,12,1088.23,Entertainment
246,2025-01-01,14,1005.16,Travel
250,2025-01-01,20,618.05,Food
250,2025-01-01,22,524.48,Food
255,2025-01-01,13,1316.23,Electronics
255,2025-01-01,21,655.78,Food
258,2025-01-01,13,1059.59,Travel
259,2025-01-01,19,545.76,Travel
262,2025-01-01,10,624.06,Fashion
262,2025-01-01,11,1415.65,Travel
264,2025-01-01,22,453.59,Food
264,2025-01-01,22,590.93,Entertainment
266,2025-01-01,10,1744.37,Entertainment
267,2025-01-01,15,301.54,Electronics
270,2025-01-01,11,355.47,Travel
270,2025-01-01,16,595.94,Travel
272,2025-01-01,12,492.83,Electronics
279,2025-01-01,13,878.61,Fashion
279,2025-01-01,12,930.99,Fashion
282,2025-01-01,16,1056.68,Food
282,2025-01-01,9,1616.59,Fashion
283,2025-01-01,19,910.47,Travel
284,2025-01-01,22,221.34,Fashion
285,2025-01-01,20,828.32,Fashion
285,2025-01-01,21,1371.38,Fashion
292,2025-01-01,17,1415.39,Entertainment
293,2025-01-01,23,585.26,Electronics
294,2025-01-01,8,904.59,Entertainment
294,2025-01-01,22,767.56,Fashion
298,2025-01-01,8,883.25,Food
299,2025-01-01,10,976.29,Travel
300,2025-01-01,17,835.87,Electronics
301,2025-01-01,21,743.37,Electronics
301,2025-01-01,11,686.05,Food
302,2025-01-01,12,2064.45,Fashion
302,2025-01-01,22,1994.11,Travel
304,2025-01-01,15,702.65,Entertainment
306,2025-01-01,16,953.86,Fashion
310,2025-01-01,21,692.33,Travel
313,2025-01-01,22,825.93,Entertainment
313,2025-01-01,9,522.37,Entertainment
315,2025-01-01,22,901.43,Entertainment
317,2025-01-01,9,882.76,Entertainment
317,2025-01-01,23,565.78,Fashion
318,2025-01-01,14,803.33,Food
318,2025-01-01,11,635.0,Fashion
321,2025-01-01,20,1073.65,Electronics
325,2025-01-01,17,1378.0,Electronics
326,2025-01-01,21,1347.35,Electronics
328,2025-01-01,15,1129.22,Food
328,2025-01-01,10,1315.74,Fashion
331,2025-01-01,11,430.36,Entertainment
331,2025-01-01,14,352.95,Electronics
333,2025-01-01,9,719.37,Food
334,2025-01-01,22,275.13,Electronics
335,2025-01-01,13,819.93,Entertainment
335,2025-01-01,8,1604.4,Food
336,2025-01-01,18,506.77,Fashion
337,2025-01-01,13,823.42,Entertainment
338,2025-01-01,10,1427.34,Food
338,2025-01-01,18,1267.45,Food
340,2025-01-01,9,645.28,Entertainment
340,2025-01-01,20,925.99,Travel
341,2025-01-01,22,848.26,Food
342,2025-01-01,22,1079.73,Travel
344,2025-01-01,8,1227.92,Fashion
345,2025-01-01,18,632.15,Entertainment
345,2025-01-01,15,860.49,Food
346,2025-01-01,11,742.08,Travel
347,2025-01-01,13,1011.76,Fashion
347,2025-01-01,17,855.09,Electronics
348,2025-01-01,21,2421.29,Electronics
348,2025-01-01,9,2284.79,Travel
349,2025-01-01,19,1253.13,Entertainment
350,2025-01-01,22,691.9,Electronics
351,2025-01-01,21,632.26,Electronics
351,2025-01-01,22,690.5,Fashion
352,2025-01-01,22,444.41,Fashion
353,2025-01-01,20,2161.49,Entertainment
353,2025-01-01,15,2923.04,Travel
355,2025-01-01,18,1058.45,Entertainment
356,2025-01-01,19,1275.76,Fashion
357,2025-01-01,23,990.39,Electronics
357,2025-01-01,23,1046.5,Entertainment
358,2025-01-01,12,812.98,Electronics
359,2025-01-01,15,1572.82,Electronics
366,2025-01-01,12,642.78,Entertainment
366,2025-01-01,21,1848.92,Entertainment
369,2025-01-01,16,869.23,Electronics
370,2025-01-01,19,815.23,Fashion
370,2025-01-01,14,651.13,Electronics
373,2025-01-01,22,404.57,Travel
375,2025-01-01,11,955.64,Travel
378,2025-01-01,12,468.0,Food
380,2025-01-01,20,1213.45,Travel
381,2025-01-01,19,860.79,Fashion
383,2025-01-01,18,960.19,Entertainment
383,2025-01-01,9,645.76,Entertainment
385,2025-01-01,22,752.57,Food
385,2025-01-01,22,995.48,Electronics
386,2025-01-01,8,1085.8,Travel
387,2025-01-01,21,757.15,Fashion
388,2025-01-01,16,1500.04,Entertainment
393,2025-01-01,23,389.38,Fashion
393,2025-01-01,22,361.02,Entertainment
396,2025-01-01,10,914.2,Food
396,2025-01-01,9,1120.24,Travel
397,2025-01-01,10,888.6,Food
399,2025-01-01,11,1626.03,Travel
400,2025-01-01,18,505.5,Food
404,2025-01-01,17,969.62,Food
406,2025-01-01,9,1277.59,Entertainment
408,2025-01-01,14,969.42,Entertainment
410,2025-01-01,19,890.18,Fashion
412,2025-01-01,18,435.4,Food
412,2025-01-01,9,390.68,Food
413,2025-01-01,14,891.17,Fashion
413,2025-01-01,12,874.66,Electronics
414,2025-01-01,21,770.62,Food
414,2025-01-01,8,1273.62,Fashion
418,2025-01-01,9,249.22,Food
418,2025-01-01,15,365.87,Fashion
422,2025-01-01,22,735.32,Travel
422,2025-01-01,22,368.65,Entertainment
423,2025-01-01,22,1138.35,Travel
423,2025-01-01,9,1473.4,Travel
426,2025-01-01,21,810.69,Fashion
426,2025-01-01,22,390.82,Travel
427,2025-01-01,11,1145.0,Electronics
428,2025-01-01,23,402.56,Travel
428,2025-01-01,23,562.44,Food
429,2025-01-01,11,173.85,Travel
429,2025-01-01,19,349.11,Fashion
431,2025-01-01,20,1575.12,Travel
432,2025-01-01,19,1032.69,Travel
433,2025-01-01,11,744.54,Fashion
441,2025-01-01,11,445.33,Fashion
443,2025-01-01,14,854.61,Food
444,2025-01-01,10,794.98,Fashion
445,2025-01-01,22,1143.22,Fashion
446,2025-01-01,21,1168.2,Travel
446,2025-01-01,13,998.85,Electronics
448,2025-01-01,19,919.67,Travel
448,2025-01-01,10,1442.47,Food
451,2025-01-01,21,500.14,Fashion
451,2025-01-01,12,703.51,Food
453,2025-01-01,11,2956.14,Electronics
453,2025-01-01,12,3733.12,Electronics
455,2025-01-01,16,707.97,Fashion
455,2025-01-01,14,924.57,Food
456,2025-01-01,20,962.64,Fashion
456,2025-01-01,8,683.8,Travel
457,2025-01-01,22,1026.93,Entertainment
461,2025-01-01,9,552.71,Food
462,2025-01-01,21,731.46,Entertainment
462,2025-01-01,9,581.31,Travel
463,2025-01-01,10,728.53,Fashion
463,2025-01-01,12,673.79,Electronics
464,2025-01-01,16,575.49,Entertainment
466,2025-01-01,22,1275.17,Electronics
466,2025-01-01,11,1324.43,Travel
469,2025-01-01,22,970.18,Travel
470,2025-01-01,22,342.73,Fashion
474,2025-01-01,21,2195.34,Food
474,2025-01-01,19,1460.01,Travel
476,2025-01-01,9,1351.33,Travel
476,2025-01-01,15,1149.12,Electronics
481,2025-01-01,8,709.39,Entertainment
483,2025-01-01,17,926.41,Entertainment
483,2025-01-01,11,1064.38,Entertainment
486,2025-01-01,11,764.27,Electronics
486,2025-01-01,11,723.64,Entertainment
488,2025-01-01,20,703.11,Travel
490,2025-01-01,15,861.45,Fashion
490,2025-01-01,14,498.82,Travel
491,2025-01-01,9,1040.29,Travel
491,2025-01-01,20,858.41,Electronics
492,2025-01-01,18,642.91,Travel
492,2025-01-01,12,624.9,Electronics
493,2025-01-01,21,1464.52,Food
493,2025-01-01,20,1346.76,Fashion
494,2025-01-01,18,2355.67,Food
494,2025-01-01,15,1086.99,Electronics
496,2025-01-01,10,1204.52,Entertainment
496,2025-01-01,20,1338.91,Food
498,2025-01-01,9,624.38,Food
498,2025-01-01,10,598.27,Entertainment
499,2025-01-01,15,1203.93,Food
500,2025-01-01,23,2.88,Electronics
502,2025-01-01,19,823.6,Entertainment
502,2025-01-01,11,1345.1,Electronics
508,2025-01-01,23,821.19,Fashion
508,2025-01-01,22,1199.85,Travel
510,2025-01-01,13,656.94,Food
514,2025-01-01,18,707.68,Food
514,2025-01-01,13,904.4,Electronics
517,2025-01-01,14,2675.39,Food
519,2025-01-01,18,2018.76,Fashion
519,2025-01-01,20,1637.23,Entertainment
520,2025-01-01,23,295.49,Fashion
520,2025-01-01,22,344.05,Entertainment
522,2025-01-01,8,1172.52,Electronics
522,2025-01-01,20,1397.02,Food
524,2025-01-01,22,1403.89,Electronics
525,2025-01-01,9,477.0,Food
525,2025-01-01,11,457.28,Food
526,2025-01-01,9,1121.34,Travel
527,2025-01-01,21,1025.43,Food
532,2025-01-01,12,1007.82,Travel
534,2025-01-01,21,638.51,Entertainment
534,2025-01-01,8,400.86,Fashion
535,2025-01-01,14,605.05,Fashion
536,2025-01-01,18,1515.53,Food
536,2025-01-01,14,1606.89,Entertainment
537,2025-01-01,11,447.1,Entertainment
537,2025-01-01,16,1154.31,Fashion
541,2025-01-01,9,1381.44,Travel
541,2025-01-01,8,849.1,Electronics
542,2025-01-01,9,1497.62,Entertainment
545,2025-01-01,15,1902.79,Travel
546,2025-01-01,13,811.66,Fashion
546,2025-01-01,14,676.61,Travel
550,2025-01-01,19,145.31,Electronics
562,2025-01-01,10,513.0,Entertainment
562,2025-01-01,21,1368.41,Travel
566,2025-01-01,10,898.0,Entertainment
566,2025-01-01,9,882.06,Travel
567,2025-01-01,15,535.54,Entertainment
567,2025-01-01,16,646.52,Electronics
568,2025-01-01,16,891.05,Entertainment
568,2025-01-01,19,807.83,Food
569,2025-01-01,22,199.66,Entertainment
569,2025-01-01,22,412.32,Food
571,2025-01-01,11,696.38,Electronics
572,2025-01-01,19,477.26,Food
573,2025-01-01,9,590.61,Fashion
574,2025-01-01,11,1357.9,Electronics
575,2025-01-01,8,666.77,Fashion
576,2025-01-01,14,849.14,Travel
577,2025-01-01,19,606.73,Entertainment
578,2025-01-01,16,689.02,Electronics
580,2025-01-01,17,529.83,Travel
580,2025-01-01,17,313.6,Entertainment
586,2025-01-01,18,756.36,Food
587,2025-01-01,9,997.53,Fashion
589,2025-01-01,10,1309.17,Entertainment
591,2025-01-01,21,658.31,Food
591,2025-01-01,11,726.02,Entertainment
592,2025-01-01,19,1109.47,Entertainment
592,2025-01-01,20,1337.26,Entertainment
593,2025-01-01,22,946.78,Entertainment
593,2025-01-01,9,1054.79,Entertainment
594,2025-01-01,18,1575.46,Entertainment
594,2025-01-01,21,442.86,Fashion
597,2025-01-01,14,2249.74,Fashion
599,2025-01-01,10,2191.74,Electronics
602,2025-01-01,22,23.89,Electronics
602,2025-01-01,22,43.13,Travel
604,2025-01-01,18,67.25,Travel
605,2025-01-01,21,1022.5,Fashion
607,2025-01-01,19,538.27,Travel
608,2025-01-01,12,1141.03,Travel
610,2025-01-01,11,624.02,Electronics
610,2025-01-01,17,904.12,Entertainment
612,2025-01-01,8,689.08,Fashion
613,2025-01-01,21,890.04,Food
613,2025-01-01,17,1141.82,Travel
614,2025-01-01,17,865.34,Entertainment
615,2025-01-01,14,536.59,Entertainment
615,2025-01-01,14,655.34,Food
617,2025-01-01,19,761.22,Electronics
617,2025-01-01,8,1155.32,Fashion
618,2025-01-01,18,1450.02,Electronics
618,2025-01-01,19,634.23,Electronics
621,2025-01-01,9,654.66,Electronics
621,2025-01-01,9,705.5,Entertainment
623,2025-01-01,16,997.46,Fashion
623,2025-01-01,9,814.2,Travel
624,2025-01-01,20,848.24,Entertainment
625,2025-01-01,14,1467.25,Electronics
625,2025-01-01,17,802.58,Fashion
627,2025-01-01,19,798.56,Food
627,2025-01-01,17,794.42,Fashion
630,2025-01-01,9,1043.03,Food
630,2025-01-01,18,1597.16,Electronics
632,2025-01-01,15,856.79,Fashion
634,2025-01-01,9,388.15,Entertainment
634,2025-01-01,10,330.73,Fashion
635,2025-01-01,10,583.77,Travel
635,2025-01-01,21,645.65,Fashion
636,2025-01-01,21,365.42,Electronics
636,2025-01-01,17,487.72,Food
637,2025-01-01,18,1329.87,Entertainment
638,2025-01-01,15,1011.16,Food
640,2025-01-01,21,527.06,Entertainment
640,2025-01-01,9,357.28,Entertainment
641,2025-01-01,17,979.59,Fashion
641,2025-01-01,9,919.16,Food
643,2025-01-01,22,1903.85,Food
643,2025-01-01,14,1636.7,Travel
644,2025-01-01,12,591.75,Travel
647,2025-01-01,10,569.45,Fashion
662,2025-01-01,9,988.36,Food
663,2025-01-01,18,892.89,Food
663,2025-01-01,9,868.33,Fashion
668,2025-01-01,11,946.37,Travel
670,2025-01-01,18,882.96,Food
670,2025-01-01,12,1204.57,Entertainment
671,2025-01-01,11,355.73,Entertainment
673,2025-01-01,11,1102.32,Travel
673,2025-01-01,17,1410.84,Electronics
676,2025-01-01,22,870.33,Food
676,2025-01-01,18,1026.96,Entertainment
678,2025-01-01,22,1119.26,Entertainment
678,2025-01-01,21,818.42,Entertainment
679,2025-01-01,9,123.43,Fashion
679,2025-01-01,15,210.05,Travel
680,2025-01-01,18,1167.68,Food
681,2025-01-01,19,680.52,Fashion
683,2025-01-01,19,246.26,Food
684,2025-01-01,20,511.1,Electronics
685,2025-01-01,20,1253.64,Entertainment
685,2025-01-01,20,629.89,Electronics
686,2025-01-01,13,398.61,Travel
687,2025-01-01,9,1224.01,Fashion
688,2025-01-01,17,1103.21,Travel
688,2025-01-01,8,782.52,Electronics
690,2025-01-01,8,371.19,Fashion
690,2025-01-01,11,347.23,Travel
694,2025-01-01,10,773.13,Travel
694,2025-01-01,12,476.92,Fashion
695,2025-01-01,23,807.75,Electronics
695,2025-01-01,23,699.72,Fashion
696,2025-01-01,15,682.74,Food
697,2025-01-01,23,613.37,Electronics
698,2025-01-01,22,264.83,Travel
698,2025-01-01,22,566.42,Food
701,2025-01-01,13,846.48,Food
701,2025-01-01,14,803.34,Electronics
704,2025-01-01,17,764.06,Food
706,2025-01-01,21,412.74,Electronics
706,2025-01-01,9,970.86,Electronics
707,2025-01-01,15,684.35,Fashion
708,2025-01-01,20,1298.69,Food
709,2025-01-01,23,416.05,Food
709,2025-01-01,10,462.28,Fashion
710,2025-01-01,8,8.27,Electronics
710,2025-01-01,23,9.62,Fashion
712,2025-01-01,23,667.38,Fashion
714,2025-01-01,11,795.06,Travel
718,2025-01-01,18,1086.24,Fashion
719,2025-01-01,8,1026.02,Entertainment
719,2025-01-01,10,826.05,Travel
721,2025-01-01,19,689.17,Food
721,2025-01-01,18,1113.64,Electronics
722,2025-01-01,22,1310.95,Electronics
722,2025-01-01,22,1318.38,Electronics
723,2025-01-01,21,557.56,Entertainment
731,2025-01-01,14,533.17,Food
733,2025-01-01,11,454.36,Travel
739,2025-01-01,17,1618.58,Entertainment
739,2025-01-01,15,1465.38,Entertainment
742,2025-01-01,17,507.42,Entertainment
742,2025-01-01,10,569.48,Travel
743,2025-01-01,14,1352.35,Fashion
743,2025-01-01,19,2184.57,Electronics
746,2025-01-01,22,714.45,Fashion
746,2025-01-01,18,719.97,Fashion
747,2025-01-01,22,1021.87,Fashion
748,2025-01-01,22,1454.51,Fashion
749,2025-01-01,12,22.05,Fashion
749,2025-01-01,22,33.8,Travel
750,2025-01-01,14,543.46,Electronics
752,2025-01-01,22,1095.92,Entertainment
752,2025-01-01,16,895.9,Food
754,2025-01-01,16,779.21,Food
755,2025-01-01,19,527.3,Travel
755,2025-01-01,13,339.7,Electronics
758,2025-01-01,19,800.4,Fashion
758,2025-01-01,14,512.31,Travel
764,2025-01-01,18,937.54,Electronics
764,2025-01-01,9,1054.46,Food
766,2025-01-01,23,300.07,Fashion
767,2025-01-01,14,736.36,Entertainment
769,2025-01-01,14,800.32,Travel
770,2025-01-01,9,910.12,Entertainment
770,2025-01-01,13,414.9,Entertainment
773,2025-01-01,16,188.15,Food
773,2025-01-01,22,352.28,Travel
774,2025-01-01,10,1087.13,Travel
774,2025-01-01,22,1182.79,Fashion
775,2025-01-01,12,1004.5,Electronics
777,2025-01-01,14,841.25,Fashion
777,2025-01-01,18,1137.26,Entertainment
781,2025-01-01,14,542.51,Travel
784,2025-01-01,13,1229.16,Food
785,2025-01-01,9,1519.27,Electronics
792,2025-01-01,10,571.91,Entertainment
792,2025-01-01,14,737.19,Travel
794,2025-01-01,15,709.54,Entertainment
795,2025-01-01,10,579.14,Entertainment
796,2025-01-01,21,1205.8,Electronics
798,2025-01-01,9,1542.48,Entertainment
799,2025-01-01,22,559.42,Travel
799,2025-01-01,20,512.89,Travel
801,2025-01-01,17,796.65,Fashion
801,2025-01-01,8,1074.49,Entertainment
802,2025-01-01,12,1132.07,Electronics
802,2025-01-01,17,355.33,Food
803,2025-01-01,12,443.88,Travel
807,2025-01-01,11,1203.91,Travel
807,2025-01-01,8,1307.04,Fashion
808,2025-01-01,17,924.61,Fashion
810,2025-01-01,23,476.43,Entertainment
812,2025-01-01,14,310.1,Electronics
815,2025-01-01,13,986.6,Food
816,2025-01-01,20,1469.85,Fashion
819,2025-01-01,12,1159.66,Entertainment
819,2025-01-01,13,1227.16,Travel
821,2025-01-01,8,867.07,Electronics
821,2025-01-01,22,585.65,Travel
824,2025-01-01,12,1353.71,Fashion
824,2025-01-01,22,1222.29,Electronics
825,2025-01-01,10,1186.53,Entertainment
825,2025-01-01,18,1138.24,Entertainment
828,2025-01-01,8,204.02,Entertainment
830,2025-01-01,8,846.45,Entertainment
830,2025-01-01,12,440.04,Electronics
831,2025-01-01,20,616.21,Entertainment
833,2025-01-01,8,2048.39,Food
833,2025-01-01,20,2510.73,Travel
835,2025-01-01,22,242.16,Travel
835,2025-01-01,21,184.0,Electronics
836,2025-01-01,17,846.51,Entertainment
836,2025-01-01,16,587.85,Entertainment
837,2025-01-01,21,716.59,Electronics
838,2025-01-01,23,531.12,Food
840,2025-01-01,10,1137.37,Fashion
841,2025-01-01,22,591.09,Food
843,2025-01-01,18,893.45,Electronics
843,2025-01-01,21,734.62,Electronics
844,2025-01-01,17,607.9,Entertainment
845,2025-01-01,16,1543.64,Entertainment
845,2025-01-01,18,1351.05,Entertainment
846,2025-01-01,22,340.98,Fashion
846,2025-01-01,23,631.64,Entertainment
847,2025-01-01,13,712.0,Electronics
850,2025-01-01,17,812.17,Entertainment
852,2025-01-01,22,328.15,Travel
854,2025-01-01,12,880.71,Entertainment
854,2025-01-01,18,305.01,Fashion
859,2025-01-01,18,1337.08,Fashion
860,2025-01-01,20,1765.85,Electronics
860,2025-01-01,20,559.32,Electronics
862,2025-01-01,17,358.11,Entertainment
862,2025-01-01,22,226.1,Food
864,2025-01-01,22,1470.61,Electronics
864,2025-01-01,21,874.9,Food
867,2025-01-01,16,1306.14,Electronics
867,2025-01-01,20,972.21,Travel
872,2025-01-01,18,919.77,Entertainment
874,2025-01-01,9,1054.79,Food
876,2025-01-01,20,731.55,Entertainment
876,2025-01-01,23,620.78,Electronics
877,2025-01-01,17,533.48,Food
880,2025-01-01,12,524.83,Electronics
882,2025-01-01,21,372.78,Entertainment
882,2025-01-01,13,527.16,Electronics
883,2025-01-01,15,536.25,Entertainment
883,2025-01-01,20,484.56,Travel
884,2025-01-01,9,727.91,Entertainment
889,2025-01-01,12,911.47,Electronics
889,2025-01-01,10,1435.93,Food
894,2025-01-01,21,1325.31,Fashion
894,2025-01-01,18,1454.42,Travel
895,2025-01-01,8,1502.29,Entertainment
895,2025-01-01,22,635.97,Travel
896,2025-01-01,9,505.59,Food
897,2025-01-01,9,685.21,Electronics
897,2025-01-01,21,350.93,Entertainment
899,2025-01-01,14,703.03,Food
899,2025-01-01,15,524.62,Entertainment
901,2025-01-01,21,1013.94,Electronics
901,2025-01-01,22,834.15,Entertainment
903,2025-01-01,23,1319.32,Food
903,2025-01-01,15,956.72,Travel
904,2025-01-01,21,928.15,Travel
905,2025-01-01,17,827.42,Electronics
908,2025-01-01,14,1175.97,Electronics
908,2025-01-01,21,1047.33,Fashion
909,2025-01-01,8,251.64,Entertainment
909,2025-01-01,22,343.89,Electronics
911,2025-01-01,17,965.09,Travel
915,2025-01-01,12,1390.48,Food
915,2025-01-01,10,933.97,Food
916,2025-01-01,21,761.12,Electronics
916,2025-01-01,14,935.76,Entertainment
918,2025-01-01,19,945.92,Travel
920,2025-01-01,20,688.91,Entertainment
921,2025-01-01,17,1585.07,Food
921,2025-01-01,21,2248.28,Electronics
923,2025-01-01,23,331.44,Fashion
923,2025-01-01,23,319.01,Entertainment
924,2025-01-01,23,869.5,Electronics
927,2025-01-01,14,1245.54,Electronics
927,2025-01-01,8,1451.64,Fashion
929,2025-01-01,16,602.04,Fashion
935,2025-01-01,21,1299.98,Travel
936,2025-01-01,18,598.04,Entertainment
939,2025-01-01,23,529.12,Food
940,2025-01-01,15,1762.52,Food
940,2025-01-01,21,959.23,Entertainment
942,2025-01-01,17,673.01,Entertainment
942,2025-01-01,18,953.91,Fashion
943,2025-01-01,14,1670.57,Entertainment
946,2025-01-01,22,1041.75,Fashion
946,2025-01-01,22,1163.27,Travel
948,2025-01-01,10,378.81,Food
950,2025-01-01,8,986.73,Entertainment
950,2025-01-01,18,1615.61,Travel
956,2025-01-01,11,305.12,Travel
956,2025-01-01,23,205.44,Fashion
959,2025-01-01,18,1124.63,Entertainment
959,2025-01-01,22,1604.45,Electronics
960,2025-01-01,22,226.71,Travel
