user_id,date,daily_spend,daily_txn_count,night_txn_count,unique_categories,night_ratio
9,2025-01-21,1618.75,2,2,2,1.0
9,2025-01-22,764.88,1,0,1,0.0
9,2025-01-23,2305.75,2,2,2,1.0
9,2025-01-24,623.33,1,1,1,1.0
9,2025-01-27,2612.31,2,0,2,0.0
9,2025-01-28,1467.26,2,2,2,1.0
9,2025-01-29,1106.33,1,0,1,0.0
9,2025-01-30,518.69,1,1,1,1.0
10,2025-01-01,308.26,1,0,1,0.0
10,2025-01-02,1169.62,2,0,2,0.0
10,2025-01-04,527.93,1,1,1,1.0
10,2025-01-05,1695.6100000000001,2,0,2,0.0
10,2025-01-06,479.53,1,0,1,0.0
10,2025-01-07,820.0500000000001,2,0,2,0.0
10,2025-01-08,1060.34,2,0,1,0.0
10,2025-01-09,679.39,1,0,1,0.0
10,2025-01-10,764.07,1,0,1,0.0
10,2025-01-12,1444.05,2,0,2,0.0
10,2025-01-14,500.15,1,0,1,0.0
10,2025-01-16,753.85,1,0,1,0.0
10,2025-01-19,1028.6000000000001,2,0,2,0.0
10,2025-01-21,1458.84,2,0,2,0.0
10,2025-01-23,845.29,1,0,1,0.0
10,2025-01-25,1244.45,2,0,1,0.0
10,2025-01-27,1200.3,2,0,1,0.0
10,2025-01-29,831.6,1,0,1,0.0
11,2025-01-01,1693.83,2,0,2,0.0
11,2025-01-02,511.4,1,0,1,0.0
11,2025-01-03,2318.64,2,0,2,0.0
11,2025-01-07,827.54,1,0,1,0.0
11,2025-01-09,856.4,1,0,1,0.0
11,2025-01-13,1416.5900000000001,2,0,1,0.0
11,2025-01-16,586.72,1,0,1,0.0
11,2025-01-17,1311.07,2,0,2,0.0
11,2025-01-18,1696.94,2,0,1,0.0
11,2025-01-19,862.88,1,0,1,0.0
11,2025-01-20,1677.58,2,0,2,0.0
11,2025-01-21,948.88,1,0,1,0.0
11,2025-01-22,1212.14,1,0,1,0.0
11,2025-01-25,1668.62,2,0,1,0.0
12,2025-01-07,1983.62,2,0,2,0.0
12,2025-01-08,867.1,1,0,1,0.0
12,2025-01-13,1057.64,1,0,1,0.0
12,2025-01-15,1125.67,1,0,1,0.0
12,2025-01-16,1842.51,2,0,2,0.0
12,2025-01-17,1547.15,2,1,2,0.5
12,2025-01-18,351.73,1,0,1,0.0
12,2025-01-19,1148.25,2,1,2,0.5
12,2025-01-26,1616.4099999999999,2,0,2,0.0
12,2025-01-27,1033.6,1,1,1,1.0
12,2025-01-28,669.43,1,0,1,0.0
13,2025-01-02,1860.32,1,0,1,0.0
13,2025-01-03,4740.02,2,0,1,0.0
13,2025-01-05,1082.96,1,0,1,0.0
13,2025-01-06,3005.48,2,0,2,0.0
13,2025-01-08,3187.18,2,0,2,0.0
13,2025-01-09,1824.1,1,1,1,1.0
13,2025-01-10,4028.59,2,1,2,0.5
13,2025-01-14,1713.82,1,0,1,0.0
13,2025-01-16,2186.14,1,0,1,0.0
13,2025-01-17,2399.59,1,0,1,0.0
13,2025-01-18,2718.1800000000003,2,0,2,0.0
13,2025-01-19,2548.79,1,0,1,0.0
13,2025-01-21,1761.98,1,0,1,0.0
13,2025-01-23,3088.99,2,0,1,0.0
13,2025-01-24,4677.21,2,0,2,0.0
13,2025-01-25,3136.02,1,0,1,0.0
13,2025-01-30,2268.04,1,0,1,0.0
14,2025-01-02,1704.55,2,0,2,0.0
14,2025-01-03,832.97,1,0,1,0.0
14,2025-01-08,1264.3899999999999,2,0,2,0.0
14,2025-01-10,953.72,1,1,1,1.0
14,2025-01-11,1625.63,2,0,2,0.0
14,2025-01-15,747.0,1,1,1,1.0
14,2025-01-17,1752.33,2,0,2,0.0
14,2025-01-19,1190.74,2,0,2,0.0
14,2025-01-20,2038.66,2,0,2,0.0
14,2025-01-21,1094.49,1,0,1,0.0
14,2025-01-24,2135.35,2,0,2,0.0
14,2025-01-26,2012.44,2,0,2,0.0
14,2025-01-27,1915.97,2,0,2,0.0
14,2025-01-30,390.47,1,0,1,0.0
15,2025-01-01,1903.0,2,0,1,0.0
15,2025-01-02,1208.62,2,0,2,0.0
15,2025-01-03,1153.55,1,0,1,0.0
15,2025-01-07,1655.87,2,0,2,0.0
15,2025-01-08,2093.33,2,0,2,0.0
15,2025-01-12,1497.6599999999999,2,0,2,0.0
15,2025-01-13,475.75,1,0,1,0.0
15,2025-01-14,298.93,1,0,1,0.0
15,2025-01-21,2026.74,2,0,2,0.0
15,2025-01-27,1211.81,2,0,2,0.0
15,2025-01-28,1351.85,2,0,2,0.0
15,2025-01-29,1500.67,2,0,2,0.0
16,2025-01-01,1453.02,2,0,1,0.0
16,2025-01-02,753.84,1,0,1,0.0
16,2025-01-03,1240.53,2,0,1,0.0
16,2025-01-04,1278.13,2,0,1,0.0
16,2025-01-08,1029.11,2,0,1,0.0
16,2025-01-09,520.5,1,0,1,0.0
16,2025-01-12,1819.98,2,0,2,0.0
16,2025-01-16,643.57,1,0,1,0.0
16,2025-01-20,656.81,1,0,1,0.0
16,2025-01-21,1290.87,2,0,2,0.0
16,2025-01-22,940.4,1,0,1,0.0
16,2025-01-23,1886.2199999999998,2,0,2,0.0
16,2025-01-28,823.77,1,0,1,0.0
16,2025-01-29,1582.51,2,0,2,0.0
17,2025-01-03,1340.44,1,0,1,0.0
17,2025-01-06,1049.98,1,0,1,0.0
17,2025-01-10,1442.53,1,0,1,0.0
17,2025-01-11,989.01,1,0,1,0.0
17,2025-01-12,1613.73,1,0,1,0.0
17,2025-01-13,1488.98,1,1,1,1.0
17,2025-01-16,1189.68,1,0,1,0.0
17,2025-01-18,1634.17,2,0,2,0.0
17,2025-01-21,928.5,1,0,1,0.0
17,2025-01-22,1095.26,1,0,1,0.0
17,2025-01-24,2307.27,2,0,2,0.0
18,2025-01-02,2734.92,2,0,2,0.0
18,2025-01-04,1547.18,2,0,2,0.0
18,2025-01-06,1604.96,1,0,1,0.0
18,2025-01-07,1717.52,1,0,1,0.0
18,2025-01-08,3421.95,2,0,2,0.0
18,2025-01-09,1396.57,1,1,1,1.0
18,2025-01-12,1467.16,1,0,1,0.0
18,2025-01-14,1933.04,1,0,1,0.0
18,2025-01-15,2980.62,2,0,1,0.0
18,2025-01-16,3553.94,2,0,2,0.0
18,2025-01-22,1153.11,1,0,1,0.0
18,2025-01-23,898.71,1,0,1,0.0
18,2025-01-29,921.34,1,0,1,0.0
18,2025-01-30,2876.57,2,0,2,0.0
19,2025-01-01,1278.88,1,0,1,0.0
19,2025-01-03,1091.36,1,0,1,0.0
19,2025-01-04,974.26,1,0,1,0.0
19,2025-01-05,1720.21,2,1,1,0.5
19,2025-01-07,1392.44,2,1,2,0.5
19,2025-01-10,2173.2200000000003,2,0,2,0.0
19,2025-01-11,718.25,1,0,1,0.0
19,2025-01-14,1289.97,1,0,1,0.0
19,2025-01-16,2791.01,2,0,2,0.0
19,2025-01-17,2427.5299999999997,2,0,2,0.0
19,2025-01-18,3157.0,2,0,2,0.0
19,2025-01-21,1131.5,1,0,1,0.0
19,2025-01-22,924.97,1,0,1,0.0
19,2025-01-24,1202.83,1,0,1,0.0
19,2025-01-25,1365.57,1,0,1,0.0
20,2025-01-03,693.84,1,0,1,0.0
20,2025-01-04,614.37,1,0,1,0.0
20,2025-01-06,948.19,1,0,1,0.0
20,2025-01-08,1787.27,2,1,2,0.5
20,2025-01-09,909.22,1,0,1,0.0
20,2025-01-11,1219.43,1,0,1,0.0
20,2025-01-19,701.67,1,0,1,0.0
20,2025-01-24,2180.36,2,0,2,0.0
20,2025-01-25,1739.3200000000002,2,0,2,0.0
20,2025-01-26,388.85,1,0,1,0.0
20,2025-01-27,2600.95,2,0,1,0.0
20,2025-01-28,591.89,1,1,1,1.0
20,2025-01-29,1014.5,1,0,1,0.0
21,2025-01-03,332.78,1,1,1,1.0
21,2025-01-05,326.65,2,0,2,0.0
21,2025-01-08,207.85,1,0,1,0.0
21,2025-01-11,573.53,2,1,2,0.5
21,2025-01-12,90.2,1,0,1,0.0
21,2025-01-13,580.25,2,0,2,0.0
21,2025-01-14,371.58,1,1,1,1.0
21,2025-01-16,533.75,2,0,1,0.0
21,2025-01-17,405.64,1,0,1,0.0
21,2025-01-18,185.85,1,1,1,1.0
21,2025-01-19,285.48,1,0,1,0.0
21,2025-01-20,481.06,2,1,2,0.5
21,2025-01-22,346.02,1,1,1,1.0
21,2025-01-24,566.6700000000001,2,0,2,0.0
21,2025-01-28,467.33000000000004,2,1,2,0.5
21,2025-01-29,394.77,1,0,1,0.0
22,2025-01-06,4232.59,2,1,2,0.5
22,2025-01-08,3301.3,2,0,2,0.0
22,2025-01-11,1836.0,2,0,2,0.0
22,2025-01-12,2195.43,1,0,1,0.0
22,2025-01-14,1739.83,1,0,1,0.0
22,2025-01-15,4690.66,2,0,2,0.0
22,2025-01-16,1359.1,1,0,1,0.0
22,2025-01-17,1656.12,1,0,1,0.0
22,2025-01-20,1434.27,1,0,1,0.0
22,2025-01-22,4439.5,2,0,2,0.0
22,2025-01-23,1951.62,1,0,1,0.0
22,2025-01-27,2788.51,2,0,1,0.0
22,2025-01-29,1847.01,1,0,1,0.0
22,2025-01-30,1852.17,1,0,1,0.0
23,2025-01-01,906.22,1,0,1,0.0
23,2025-01-02,884.06,1,0,1,0.0
23,2025-01-03,1489.6100000000001,2,1,2,0.5
23,2025-01-04,771.8,1,0,1,0.0
23,2025-01-06,1814.0,2,0,2,0.0
23,2025-01-07,818.15,1,0,1,0.0
23,2025-01-08,2169.4700000000003,2,0,2,0.0
23,2025-01-11,1465.0,2,1,2,0.5
23,2025-01-12,2405.7799999999997,2,0,2,0.0
23,2025-01-13,690.98,1,0,1,0.0
23,2025-01-16,1714.0,2,0,2,0.0
23,2025-01-17,1729.3400000000001,2,0,2,0.0
23,2025-01-19,2148.22,2,0,2,0.0
23,2025-01-20,1592.5300000000002,2,0,2,0.0
23,2025-01-22,2089.1099999999997,2,0,1,0.0
23,2025-01-26,2763.18,2,0,2,0.0
23,2025-01-28,1198.47,1,0,1,0.0
23,2025-01-30,831.6,1,0,1,0.0
24,2025-01-03,1749.77,2,0,2,0.0
24,2025-01-04,1159.98,1,0,1,0.0
24,2025-01-06,660.7,1,0,1,0.0
24,2025-01-07,1264.5500000000002,2,0,2,0.0
24,2025-01-09,777.63,1,0,1,0.0
24,2025-01-11,646.15,1,0,1,0.0
24,2025-01-14,1098.44,1,0,1,0.0
24,2025-01-15,847.66,1,0,1,0.0
24,2025-01-17,1775.59,2,0,2,0.0
24,2025-01-22,1626.48,2,0,2,0.0
24,2025-01-23,623.1,1,0,1,0.0
24,2025-01-25,573.88,1,0,1,0.0
24,2025-01-27,1719.92,2,0,2,0.0
24,2025-01-29,1094.72,1,0,1,0.0
25,2025-01-01,866.22,2,0,1,0.0
25,2025-01-02,1953.6499999999999,2,0,2,0.0
25,2025-01-03,545.18,1,0,1,0.0
25,2025-01-05,551.95,1,0,1,0.0
25,2025-01-08,1781.2599999999998,2,0,2,0.0
25,2025-01-09,673.27,1,1,1,1.0
25,2025-01-11,872.67,1,0,1,0.0
25,2025-01-13,1655.31,2,1,2,0.5
25,2025-01-14,722.94,1,1,1,1.0
25,2025-01-15,639.16,1,1,1,1.0
25,2025-01-16,668.82,1,1,1,1.0
25,2025-01-17,1620.2,2,1,2,0.5
25,2025-01-20,1481.5700000000002,2,0,2,0.0
25,2025-01-21,1067.02,1,1,1,1.0
25,2025-01-22,903.21,1,1,1,1.0
25,2025-01-25,1627.5900000000001,2,1,2,0.5
25,2025-01-28,536.62,1,0,1,0.0
25,2025-01-29,1143.49,1,0,1,0.0
25,2025-01-30,1397.96,2,0,2,0.0
26,2025-01-01,1416.79,2,0,1,0.0
26,2025-01-02,1746.81,2,1,2,0.5
26,2025-01-03,2146.51,2,0,2,0.0
26,2025-01-04,742.29,1,0,1,0.0
26,2025-01-05,1588.13,2,1,2,0.5
26,2025-01-07,1056.6799999999998,2,0,2,0.0
26,2025-01-08,2147.87,2,0,2,0.0
26,2025-01-09,658.03,1,0,1,0.0
26,2025-01-11,1325.15,2,0,2,0.0
26,2025-01-13,1753.77,2,0,2,0.0
26,2025-01-14,639.22,1,0,1,0.0
26,2025-01-16,1829.92,2,0,2,0.0
26,2025-01-17,1640.35,2,0,2,0.0
26,2025-01-20,1840.1100000000001,2,0,2,0.0
26,2025-01-22,1746.01,2,0,2,0.0
26,2025-01-27,777.64,1,0,1,0.0
26,2025-01-30,1852.34,2,0,2,0.0
27,2025-01-02,1266.29,2,0,2,0.0
27,2025-01-04,257.65,1,0,1,0.0
27,2025-01-07,1117.4,2,0,2,0.0
27,2025-01-11,725.15,1,0,1,0.0
27,2025-01-13,895.49,2,0,2,0.0
27,2025-01-16,678.28,2,0,2,0.0
27,2025-01-17,418.92,1,0,1,0.0
27,2025-01-20,857.13,2,0,2,0.0
27,2025-01-21,462.04,1,0,1,0.0
27,2025-01-22,1333.89,2,0,2,0.0
27,2025-01-27,534.22,1,0,1,0.0
27,2025-01-29,465.1,1,0,1,0.0
27,2025-01-30,937.99,2,0,2,0.0
28,2025-01-01,241.94,2,0,2,0.0
28,2025-01-06,44.78,1,0,1,0.0
28,2025-01-07,106.37,1,0,1,0.0
28,2025-01-08,168.55,2,0,2,0.0
28,2025-01-10,71.71,1,1,1,1.0
28,2025-01-11,169.4,2,0,1,0.0
28,2025-01-12,201.57,2,1,2,0.5
28,2025-01-13,245.56,2,0,2,0.0
28,2025-01-14,185.81,2,2,2,1.0
28,2025-01-15,245.98,2,2,2,1.0
28,2025-01-16,66.16,1,0,1,0.0
28,2025-01-17,117.62,1,0,1,0.0
28,2025-01-18,116.02,1,1,1,1.0
28,2025-01-19,165.76999999999998,2,2,2,1.0
28,2025-01-22,200.79000000000002,2,2,2,1.0
28,2025-01-24,195.49,2,1,1,0.5
28,2025-01-25,85.03,1,1,1,1.0
28,2025-01-27,204.64,2,0,2,0.0
28,2025-01-28,92.54,1,1,1,1.0
28,2025-01-29,279.2,2,0,2,0.0
29,2025-01-05,406.33000000000004,2,1,2,0.5
29,2025-01-06,212.66,1,0,1,0.0
29,2025-01-09,113.31,1,0,1,0.0
29,2025-01-11,273.17,1,0,1,0.0
29,2025-01-12,439.91999999999996,2,1,2,0.5
29,2025-01-13,400.37,2,2,1,1.0
29,2025-01-15,575.5699999999999,2,1,2,0.5
29,2025-01-16,422.57000000000005,2,2,2,1.0
29,2025-01-17,375.5,2,0,2,0.0
29,2025-01-18,218.23,1,0,1,0.0
29,2025-01-20,260.8,1,0,1,0.0
29,2025-01-22,416.24,2,1,2,0.5
29,2025-01-23,563.89,2,1,2,0.5
29,2025-01-24,368.88,2,1,2,0.5
29,2025-01-25,539.5699999999999,2,1,2,0.5
29,2025-01-26,381.40999999999997,2,1,2,0.5
29,2025-01-28,186.55,1,1,1,1.0
30,2025-01-03,1770.3,1,1,1,1.0
30,2025-01-04,1196.03,1,0,1,0.0
30,2025-01-06,1177.23,1,0,1,0.0
30,2025-01-07,1682.34,1,0,1,0.0
30,2025-01-08,3060.93,2,0,2,0.0
30,2025-01-10,1674.89,1,0,1,0.0
30,2025-01-13,1432.65,1,0,1,0.0
30,2025-01-14,1466.56,1,0,1,0.0
30,2025-01-15,1178.23,1,0,1,0.0
30,2025-01-16,1254.8,1,0,1,0.0
30,2025-01-18,4446.41,2,0,2,0.0
30,2025-01-21,3291.8,2,0,2,0.0
30,2025-01-23,2573.85,2,0,2,0.0
30,2025-01-26,1691.12,1,0,1,0.0
30,2025-01-27,2557.45,2,0,1,0.0
31,2025-01-01,3431.01,2,0,2,0.0
31,2025-01-02,4512.09,2,1,2,0.5
31,2025-01-03,4627.79,2,0,1,0.0
31,2025-01-04,4079.17,2,1,2,0.5
31,2025-01-07,1560.42,1,0,1,0.0
31,2025-01-14,4120.719999999999,2,0,2,0.0
31,2025-01-15,2823.44,2,0,1,0.0
31,2025-01-16,3122.83,2,0,2,0.0
31,2025-01-17,2256.93,1,0,1,0.0
31,2025-01-19,4412.4,2,0,1,0.0
31,2025-01-21,1457.8,1,0,1,0.0
31,2025-01-22,4132.610000000001,2,1,2,0.5
31,2025-01-28,4513.48,2,0,2,0.0
31,2025-01-30,1505.38,1,0,1,0.0
32,2025-01-03,299.15,1,0,1,0.0
32,2025-01-04,504.25,1,0,1,0.0
32,2025-01-05,524.49,1,1,1,1.0
32,2025-01-06,847.6800000000001,2,1,2,0.5
32,2025-01-09,427.53,1,0,1,0.0
32,2025-01-10,236.82,1,0,1,0.0
32,2025-01-13,386.52,1,1,1,1.0
32,2025-01-15,297.5,1,0,1,0.0
32,2025-01-17,934.5,2,1,1,0.5
32,2025-01-18,755.0699999999999,2,1,1,0.5
32,2025-01-21,611.79,1,0,1,0.0
32,2025-01-22,664.09,2,1,1,0.5
32,2025-01-23,508.95,1,0,1,0.0
32,2025-01-24,1130.97,2,0,2,0.0
32,2025-01-28,635.1,1,0,1,0.0
33,2025-01-01,914.21,1,0,1,0.0
33,2025-01-02,1732.56,2,0,2,0.0
33,2025-01-05,1028.5,1,0,1,0.0
33,2025-01-06,432.65,1,0,1,0.0
33,2025-01-07,1536.92,2,0,2,0.0
33,2025-01-09,806.75,1,1,1,1.0
33,2025-01-12,1118.46,1,0,1,0.0
33,2025-01-15,923.86,1,0,1,0.0
33,2025-01-16,1123.92,1,0,1,0.0
33,2025-01-18,2292.69,2,0,2,0.0
33,2025-01-21,1147.62,1,0,1,0.0
33,2025-01-27,1175.63,1,0,1,0.0
34,2025-01-01,1981.4,2,0,2,0.0
34,2025-01-03,2050.0699999999997,2,0,2,0.0
34,2025-01-05,902.13,1,0,1,0.0
34,2025-01-07,2558.13,2,0,2,0.0
34,2025-01-11,878.44,1,0,1,0.0
34,2025-01-13,1248.27,1,0,1,0.0
34,2025-01-15,1400.48,2,0,2,0.0
34,2025-01-16,906.22,1,0,1,0.0
34,2025-01-18,2138.1099999999997,2,0,2,0.0
34,2025-01-19,661.84,1,0,1,0.0
34,2025-01-20,1423.77,2,0,2,0.0
34,2025-01-22,1912.02,2,0,2,0.0
34,2025-01-25,698.96,1,0,1,0.0
34,2025-01-26,950.02,1,0,1,0.0
34,2025-01-28,402.2,1,0,1,0.0
34,2025-01-30,894.17,1,0,1,0.0
35,2025-01-01,785.87,1,0,1,0.0
35,2025-01-06,1019.84,2,1,2,0.5
35,2025-01-07,1406.73,2,0,2,0.0
35,2025-01-08,600.94,1,0,1,0.0
35,2025-01-09,1730.85,2,0,2,0.0
35,2025-01-12,1534.86,2,1,2,0.5
35,2025-01-13,791.81,1,0,1,0.0
35,2025-01-14,1348.4,2,0,2,0.0
35,2025-01-17,1349.6100000000001,2,0,2,0.0
35,2025-01-20,835.09,1,0,1,0.0
35,2025-01-21,520.94,1,0,1,0.0
35,2025-01-23,905.7,1,0,1,0.0
35,2025-01-25,1151.5900000000001,2,0,2,0.0
35,2025-01-29,1640.95,2,0,2,0.0
36,2025-01-03,2031.96,2,0,2,0.0
36,2025-01-04,1033.27,1,0,1,0.0
36,2025-01-05,972.04,1,0,1,0.0
36,2025-01-08,1146.19,1,0,1,0.0
36,2025-01-09,1899.51,2,0,1,0.0
36,2025-01-11,1892.67,2,0,1,0.0
36,2025-01-13,2563.38,2,2,2,1.0
36,2025-01-14,1719.78,1,0,1,0.0
36,2025-01-16,601.67,1,1,1,1.0
36,2025-01-17,1270.13,2,1,1,0.5
36,2025-01-18,1575.12,1,0,1,0.0
36,2025-01-19,1571.88,2,1,2,0.5
36,2025-01-20,1100.18,1,1,1,1.0
36,2025-01-21,1214.54,1,0,1,0.0
36,2025-01-25,2029.38,2,1,2,0.5
36,2025-01-26,1181.91,1,0,1,0.0
36,2025-01-27,1176.29,1,0,1,0.0
36,2025-01-29,2232.75,2,0,2,0.0
37,2025-01-02,762.1800000000001,2,1,2,0.5
37,2025-01-03,363.36,1,0,1,0.0
37,2025-01-04,411.5,1,0,1,0.0
37,2025-01-06,724.22,2,1,2,0.5
37,2025-01-07,296.58,1,1,1,1.0
37,2025-01-09,193.04,1,1,1,1.0
37,2025-01-11,701.9,2,2,2,1.0
37,2025-01-13,547.55,2,1,1,0.5
37,2025-01-14,806.46,2,2,2,1.0
37,2025-01-15,842.1700000000001,2,2,2,1.0
37,2025-01-17,539.35,2,2,1,1.0
37,2025-01-18,354.5,1,1,1,1.0
37,2025-01-19,368.33,1,0,1,0.0
37,2025-01-20,335.32,1,1,1,1.0
37,2025-01-21,797.8100000000001,2,1,2,0.5
37,2025-01-22,981.2900000000001,2,0,2,0.0
37,2025-01-23,297.42,1,0,1,0.0
37,2025-01-26,742.14,2,0,2,0.0
37,2025-01-27,427.63,1,0,1,0.0
37,2025-01-30,998.22,2,1,2,0.5
38,2025-01-02,1440.3899999999999,2,1,2,0.5
38,2025-01-04,459.44,1,0,1,0.0
38,2025-01-06,2189.9300000000003,2,0,1,0.0
38,2025-01-11,1901.52,2,1,2,0.5
38,2025-01-12,2175.77,2,1,2,0.5
38,2025-01-15,2817.81,2,2,1,1.0
38,2025-01-17,1091.3,1,0,1,0.0
38,2025-01-18,2259.41,2,1,2,0.5
38,2025-01-19,566.66,1,1,1,1.0
38,2025-01-21,1054.34,1,1,1,1.0
38,2025-01-24,1413.84,1,0,1,0.0
38,2025-01-25,872.37,1,0,1,0.0
38,2025-01-26,1129.63,1,0,1,0.0
38,2025-01-29,1579.68,2,1,2,0.5
39,2025-01-01,1877.1100000000001,2,0,1,0.0
39,2025-01-05,1709.24,2,0,1,0.0
39,2025-01-08,594.4,1,0,1,0.0
39,2025-01-12,1735.1399999999999,2,0,1,0.0
39,2025-01-17,503.56,1,0,1,0.0
39,2025-01-18,903.03,1,0,1,0.0
39,2025-01-19,1969.8200000000002,2,0,2,0.0
39,2025-01-23,1276.91,1,0,1,0.0
39,2025-01-26,1545.84,2,1,2,0.5
39,2025-01-27,1087.18,1,0,1,0.0
39,2025-01-28,1119.53,1,0,1,0.0
39,2025-01-30,2059.8,2,0,2,0.0
40,2025-01-01,1000.05,1,0,1,0.0
